Total Nacional;Comunidades y Ciudades Autónomas;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
Total Nacional;15 Navarra, Comunidad Foral de;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;10,69
Total Nacional;15 Navarra, Comunidad Foral de;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;9,82
Total Nacional;15 Navarra, Comunidad Foral de;TOTAL EDADES;% Extranjeros;Hombres;2021;11,01
Total Nacional;15 Navarra, Comunidad Foral de;TOTAL EDADES;% Extranjeros;Hombres;2020;10,89
Total Nacional;15 Navarra, Comunidad Foral de;TOTAL EDADES;% Extranjeros;Hombres;2019;10,01
Total Nacional;15 Navarra, Comunidad Foral de;TOTAL EDADES;% Extranjeros;Mujeres;2021;10,60
Total Nacional;15 Navarra, Comunidad Foral de;TOTAL EDADES;% Extranjeros;Mujeres;2020;10,49
Total Nacional;15 Navarra, Comunidad Foral de;TOTAL EDADES;% Extranjeros;Mujeres;2019;9,62
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;TOTAL;Ambos sexos;2021;106.792
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;TOTAL;Ambos sexos;2020;108.262
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;TOTAL;Ambos sexos;2019;108.266
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;TOTAL;Hombres;2021;54.682
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;TOTAL;Hombres;2020;55.530
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;TOTAL;Hombres;2019;55.458
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;TOTAL;Mujeres;2021;52.110
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;TOTAL;Mujeres;2020;52.732
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;TOTAL;Mujeres;2019;52.808
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;Españoles;Ambos sexos;2021;93.857
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;Españoles;Ambos sexos;2020;95.557
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;Españoles;Ambos sexos;2019;96.810
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;Españoles;Hombres;2021;48.073
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;Españoles;Hombres;2020;49.000
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;Españoles;Hombres;2019;49.598
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;Españoles;Mujeres;2021;45.784
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;Españoles;Mujeres;2020;46.557
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;Españoles;Mujeres;2019;47.212
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;Extranjeros;Ambos sexos;2021;12.935
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;Extranjeros;Ambos sexos;2020;12.705
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;Extranjeros;Ambos sexos;2019;11.456
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;Extranjeros;Hombres;2021;6.609
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;Extranjeros;Hombres;2020;6.530
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;Extranjeros;Hombres;2019;5.860
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;Extranjeros;Mujeres;2021;6.326
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;Extranjeros;Mujeres;2020;6.175
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;Extranjeros;Mujeres;2019;5.596
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;% Extranjeros;Ambos sexos;2021;12,11
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;% Extranjeros;Ambos sexos;2020;11,74
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;% Extranjeros;Ambos sexos;2019;10,58
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;% Extranjeros;Hombres;2021;12,09
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;% Extranjeros;Hombres;2020;11,76
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;% Extranjeros;Hombres;2019;10,57
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;% Extranjeros;Mujeres;2021;12,14
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;% Extranjeros;Mujeres;2020;11,71
Total Nacional;15 Navarra, Comunidad Foral de;0-15 años;% Extranjeros;Mujeres;2019;10,60
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;TOTAL;Ambos sexos;2021;422.804
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;TOTAL;Ambos sexos;2020;422.288
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;TOTAL;Ambos sexos;2019;417.557
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;TOTAL;Hombres;2021;214.285
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;TOTAL;Hombres;2020;213.928
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;TOTAL;Hombres;2019;211.558
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;TOTAL;Mujeres;2021;208.519
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;TOTAL;Mujeres;2020;208.360
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;TOTAL;Mujeres;2019;205.999
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;Españoles;Ambos sexos;2021;366.798
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;Españoles;Ambos sexos;2020;366.730
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;Españoles;Ambos sexos;2019;366.840
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;Españoles;Hombres;2021;185.854
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;Españoles;Hombres;2020;185.754
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;Españoles;Hombres;2019;185.837
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;Españoles;Mujeres;2021;180.944
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;Españoles;Mujeres;2020;180.976
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;Españoles;Mujeres;2019;181.003
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;Extranjeros;Ambos sexos;2021;56.006
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;Extranjeros;Ambos sexos;2020;55.558
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;Extranjeros;Ambos sexos;2019;50.717
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;Extranjeros;Hombres;2021;28.431
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;Extranjeros;Hombres;2020;28.174
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;Extranjeros;Hombres;2019;25.721
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;Extranjeros;Mujeres;2021;27.575
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;Extranjeros;Mujeres;2020;27.384
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;Extranjeros;Mujeres;2019;24.996
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;% Extranjeros;Ambos sexos;2021;13,25
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;% Extranjeros;Ambos sexos;2020;13,16
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;% Extranjeros;Ambos sexos;2019;12,15
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;% Extranjeros;Hombres;2021;13,27
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;% Extranjeros;Hombres;2020;13,17
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;% Extranjeros;Hombres;2019;12,16
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;% Extranjeros;Mujeres;2021;13,22
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;% Extranjeros;Mujeres;2020;13,14
Total Nacional;15 Navarra, Comunidad Foral de;16-64 años;% Extranjeros;Mujeres;2019;12,13
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;TOTAL;Ambos sexos;2021;131.941
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;TOTAL;Ambos sexos;2020;130.647
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;TOTAL;Ambos sexos;2019;128.391
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;TOTAL;Hombres;2021;58.498
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;TOTAL;Hombres;2020;57.768
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;TOTAL;Hombres;2019;56.615
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;TOTAL;Mujeres;2021;73.443
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;TOTAL;Mujeres;2020;72.879
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;TOTAL;Mujeres;2019;71.776
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;Españoles;Ambos sexos;2021;129.441
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;Españoles;Ambos sexos;2020;128.244
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;Españoles;Ambos sexos;2019;126.345
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;Españoles;Hombres;2021;57.493
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;Españoles;Hombres;2020;56.823
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;Españoles;Hombres;2019;55.790
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;Españoles;Mujeres;2021;71.948
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;Españoles;Mujeres;2020;71.421
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;Españoles;Mujeres;2019;70.555
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;Extranjeros;Ambos sexos;2021;2.500
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;Extranjeros;Ambos sexos;2020;2.403
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;Extranjeros;Ambos sexos;2019;2.046
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;Extranjeros;Hombres;2021;1.005
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;Extranjeros;Hombres;2020;945
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;Extranjeros;Hombres;2019;825
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;Extranjeros;Mujeres;2021;1.495
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;Extranjeros;Mujeres;2020;1.458
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;Extranjeros;Mujeres;2019;1.221
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;% Extranjeros;Ambos sexos;2021;1,89
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;% Extranjeros;Ambos sexos;2020;1,84
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;% Extranjeros;Ambos sexos;2019;1,59
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;% Extranjeros;Hombres;2021;1,72
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;% Extranjeros;Hombres;2020;1,64
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;% Extranjeros;Hombres;2019;1,46
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;% Extranjeros;Mujeres;2021;2,04
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;% Extranjeros;Mujeres;2020;2,00
Total Nacional;15 Navarra, Comunidad Foral de;65 y más;% Extranjeros;Mujeres;2019;1,70
Total Nacional;16 País Vasco;TOTAL EDADES;TOTAL;Ambos sexos;2021;2.213.993
Total Nacional;16 País Vasco;TOTAL EDADES;TOTAL;Ambos sexos;2020;2.220.504
Total Nacional;16 País Vasco;TOTAL EDADES;TOTAL;Ambos sexos;2019;2.207.776
Total Nacional;16 País Vasco;TOTAL EDADES;TOTAL;Hombres;2021;1.076.385
Total Nacional;16 País Vasco;TOTAL EDADES;TOTAL;Hombres;2020;1.079.452
Total Nacional;16 País Vasco;TOTAL EDADES;TOTAL;Hombres;2019;1.073.074
Total Nacional;16 País Vasco;TOTAL EDADES;TOTAL;Mujeres;2021;1.137.608
Total Nacional;16 País Vasco;TOTAL EDADES;TOTAL;Mujeres;2020;1.141.052
Total Nacional;16 País Vasco;TOTAL EDADES;TOTAL;Mujeres;2019;1.134.702
Total Nacional;16 País Vasco;TOTAL EDADES;Españoles;Ambos sexos;2021;2.030.979
Total Nacional;16 País Vasco;TOTAL EDADES;Españoles;Ambos sexos;2020;2.040.252
Total Nacional;16 País Vasco;TOTAL EDADES;Españoles;Ambos sexos;2019;2.043.968
Total Nacional;16 País Vasco;TOTAL EDADES;Españoles;Hombres;2021;984.638
Total Nacional;16 País Vasco;TOTAL EDADES;Españoles;Hombres;2020;989.606
Total Nacional;16 País Vasco;TOTAL EDADES;Españoles;Hombres;2019;991.381
Total Nacional;16 País Vasco;TOTAL EDADES;Españoles;Mujeres;2021;1.046.341
Total Nacional;16 País Vasco;TOTAL EDADES;Españoles;Mujeres;2020;1.050.646
Total Nacional;16 País Vasco;TOTAL EDADES;Españoles;Mujeres;2019;1.052.587
Total Nacional;16 País Vasco;TOTAL EDADES;Extranjeros;Ambos sexos;2021;183.014
Total Nacional;16 País Vasco;TOTAL EDADES;Extranjeros;Ambos sexos;2020;180.252
Total Nacional;16 País Vasco;TOTAL EDADES;Extranjeros;Ambos sexos;2019;163.808
Total Nacional;16 País Vasco;TOTAL EDADES;Extranjeros;Hombres;2021;91.747
Total Nacional;16 País Vasco;TOTAL EDADES;Extranjeros;Hombres;2020;89.846
Total Nacional;16 País Vasco;TOTAL EDADES;Extranjeros;Hombres;2019;81.693
Total Nacional;16 País Vasco;TOTAL EDADES;Extranjeros;Mujeres;2021;91.267
Total Nacional;16 País Vasco;TOTAL EDADES;Extranjeros;Mujeres;2020;90.406
Total Nacional;16 País Vasco;TOTAL EDADES;Extranjeros;Mujeres;2019;82.115
Total Nacional;16 País Vasco;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;8,27
Total Nacional;16 País Vasco;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;8,12
Total Nacional;16 País Vasco;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;7,42
Total Nacional;16 País Vasco;TOTAL EDADES;% Extranjeros;Hombres;2021;8,52
Total Nacional;16 País Vasco;TOTAL EDADES;% Extranjeros;Hombres;2020;8,32
Total Nacional;16 País Vasco;TOTAL EDADES;% Extranjeros;Hombres;2019;7,61
Total Nacional;16 País Vasco;TOTAL EDADES;% Extranjeros;Mujeres;2021;8,02
Total Nacional;16 País Vasco;TOTAL EDADES;% Extranjeros;Mujeres;2020;7,92
Total Nacional;16 País Vasco;TOTAL EDADES;% Extranjeros;Mujeres;2019;7,24
Total Nacional;16 País Vasco;0-15 años;TOTAL;Ambos sexos;2021;315.998
Total Nacional;16 País Vasco;0-15 años;TOTAL;Ambos sexos;2020;322.381
Total Nacional;16 País Vasco;0-15 años;TOTAL;Ambos sexos;2019;325.252
Total Nacional;16 País Vasco;0-15 años;TOTAL;Hombres;2021;162.574
Total Nacional;16 País Vasco;0-15 años;TOTAL;Hombres;2020;165.867
Total Nacional;16 País Vasco;0-15 años;TOTAL;Hombres;2019;167.274
Total Nacional;16 País Vasco;0-15 años;TOTAL;Mujeres;2021;153.424
Total Nacional;16 País Vasco;0-15 años;TOTAL;Mujeres;2020;156.514
Total Nacional;16 País Vasco;0-15 años;TOTAL;Mujeres;2019;157.978
Total Nacional;16 País Vasco;0-15 años;Españoles;Ambos sexos;2021;287.050
Total Nacional;16 País Vasco;0-15 años;Españoles;Ambos sexos;2020;293.399
Total Nacional;16 País Vasco;0-15 años;Españoles;Ambos sexos;2019;298.363
Total Nacional;16 País Vasco;0-15 años;Españoles;Hombres;2021;147.569
Total Nacional;16 País Vasco;0-15 años;Españoles;Hombres;2020;150.817
Total Nacional;16 País Vasco;0-15 años;Españoles;Hombres;2019;153.352
Total Nacional;16 País Vasco;0-15 años;Españoles;Mujeres;2021;139.481
Total Nacional;16 País Vasco;0-15 años;Españoles;Mujeres;2020;142.582
Total Nacional;16 País Vasco;0-15 años;Españoles;Mujeres;2019;145.011
Total Nacional;16 País Vasco;0-15 años;Extranjeros;Ambos sexos;2021;28.948
Total Nacional;16 País Vasco;0-15 años;Extranjeros;Ambos sexos;2020;28.982
Total Nacional;16 País Vasco;0-15 años;Extranjeros;Ambos sexos;2019;26.889
Total Nacional;16 País Vasco;0-15 años;Extranjeros;Hombres;2021;15.005
Total Nacional;16 País Vasco;0-15 años;Extranjeros;Hombres;2020;15.050
Total Nacional;16 País Vasco;0-15 años;Extranjeros;Hombres;2019;13.922
Total Nacional;16 País Vasco;0-15 años;Extranjeros;Mujeres;2021;13.943
Total Nacional;16 País Vasco;0-15 años;Extranjeros;Mujeres;2020;13.932
Total Nacional;16 País Vasco;0-15 años;Extranjeros;Mujeres;2019;12.967
Total Nacional;16 País Vasco;0-15 años;% Extranjeros;Ambos sexos;2021;9,16
Total Nacional;16 País Vasco;0-15 años;% Extranjeros;Ambos sexos;2020;8,99
Total Nacional;16 País Vasco;0-15 años;% Extranjeros;Ambos sexos;2019;8,27
Total Nacional;16 País Vasco;0-15 años;% Extranjeros;Hombres;2021;9,23
Total Nacional;16 País Vasco;0-15 años;% Extranjeros;Hombres;2020;9,07
Total Nacional;16 País Vasco;0-15 años;% Extranjeros;Hombres;2019;8,32
Total Nacional;16 País Vasco;0-15 años;% Extranjeros;Mujeres;2021;9,09
Total Nacional;16 País Vasco;0-15 años;% Extranjeros;Mujeres;2020;8,90
Total Nacional;16 País Vasco;0-15 años;% Extranjeros;Mujeres;2019;8,21
Total Nacional;16 País Vasco;16-64 años;TOTAL;Ambos sexos;2021;1.392.990
Total Nacional;16 País Vasco;16-64 años;TOTAL;Ambos sexos;2020;1.398.691
Total Nacional;16 País Vasco;16-64 años;TOTAL;Ambos sexos;2019;1.390.779
Total Nacional;16 País Vasco;16-64 años;TOTAL;Hombres;2021;698.351
Total Nacional;16 País Vasco;16-64 años;TOTAL;Hombres;2020;700.753
Total Nacional;16 País Vasco;16-64 años;TOTAL;Hombres;2019;696.608
Total Nacional;16 País Vasco;16-64 años;TOTAL;Mujeres;2021;694.639
Total Nacional;16 País Vasco;16-64 años;TOTAL;Mujeres;2020;697.938
Total Nacional;16 País Vasco;16-64 años;TOTAL;Mujeres;2019;694.171
Total Nacional;16 País Vasco;16-64 años;Españoles;Ambos sexos;2021;1.244.352
Total Nacional;16 País Vasco;16-64 años;Españoles;Ambos sexos;2020;1.252.510
Total Nacional;16 País Vasco;16-64 años;Españoles;Ambos sexos;2019;1.258.212
Total Nacional;16 País Vasco;16-64 años;Españoles;Hombres;2021;623.810
Total Nacional;16 País Vasco;16-64 años;Españoles;Hombres;2020;627.996
Total Nacional;16 País Vasco;16-64 años;Españoles;Hombres;2019;630.584
Total Nacional;16 País Vasco;16-64 años;Españoles;Mujeres;2021;620.542
Total Nacional;16 País Vasco;16-64 años;Españoles;Mujeres;2020;624.514
Total Nacional;16 País Vasco;16-64 años;Españoles;Mujeres;2019;627.628
Total Nacional;16 País Vasco;16-64 años;Extranjeros;Ambos sexos;2021;148.638
Total Nacional;16 País Vasco;16-64 años;Extranjeros;Ambos sexos;2020;146.181
Total Nacional;16 País Vasco;16-64 años;Extranjeros;Ambos sexos;2019;132.567
Total Nacional;16 País Vasco;16-64 años;Extranjeros;Hombres;2021;74.541
Total Nacional;16 País Vasco;16-64 años;Extranjeros;Hombres;2020;72.757
Total Nacional;16 País Vasco;16-64 años;Extranjeros;Hombres;2019;66.024
Total Nacional;16 País Vasco;16-64 años;Extranjeros;Mujeres;2021;74.097
Total Nacional;16 País Vasco;16-64 años;Extranjeros;Mujeres;2020;73.424
Total Nacional;16 País Vasco;16-64 años;Extranjeros;Mujeres;2019;66.543
Total Nacional;16 País Vasco;16-64 años;% Extranjeros;Ambos sexos;2021;10,67
Total Nacional;16 País Vasco;16-64 años;% Extranjeros;Ambos sexos;2020;10,45
Total Nacional;16 País Vasco;16-64 años;% Extranjeros;Ambos sexos;2019;9,53
Total Nacional;16 País Vasco;16-64 años;% Extranjeros;Hombres;2021;10,67
Total Nacional;16 País Vasco;16-64 años;% Extranjeros;Hombres;2020;10,38
Total Nacional;16 País Vasco;16-64 años;% Extranjeros;Hombres;2019;9,48
Total Nacional;16 País Vasco;16-64 años;% Extranjeros;Mujeres;2021;10,67
Total Nacional;16 País Vasco;16-64 años;% Extranjeros;Mujeres;2020;10,52
Total Nacional;16 País Vasco;16-64 años;% Extranjeros;Mujeres;2019;9,59
Total Nacional;16 País Vasco;65 y más;TOTAL;Ambos sexos;2021;505.005
Total Nacional;16 País Vasco;65 y más;TOTAL;Ambos sexos;2020;499.432
Total Nacional;16 País Vasco;65 y más;TOTAL;Ambos sexos;2019;491.745
Total Nacional;16 País Vasco;65 y más;TOTAL;Hombres;2021;215.460
Total Nacional;16 País Vasco;65 y más;TOTAL;Hombres;2020;212.832
Total Nacional;16 País Vasco;65 y más;TOTAL;Hombres;2019;209.192
Total Nacional;16 País Vasco;65 y más;TOTAL;Mujeres;2021;289.545
Total Nacional;16 País Vasco;65 y más;TOTAL;Mujeres;2020;286.600
Total Nacional;16 País Vasco;65 y más;TOTAL;Mujeres;2019;282.553
Total Nacional;16 País Vasco;65 y más;Españoles;Ambos sexos;2021;499.577
Total Nacional;16 País Vasco;65 y más;Españoles;Ambos sexos;2020;494.343
Total Nacional;16 País Vasco;65 y más;Españoles;Ambos sexos;2019;487.393
Total Nacional;16 País Vasco;65 y más;Españoles;Hombres;2021;213.259
Total Nacional;16 País Vasco;65 y más;Españoles;Hombres;2020;210.793
Total Nacional;16 País Vasco;65 y más;Españoles;Hombres;2019;207.445
Total Nacional;16 País Vasco;65 y más;Españoles;Mujeres;2021;286.318
Total Nacional;16 País Vasco;65 y más;Españoles;Mujeres;2020;283.550
Total Nacional;16 País Vasco;65 y más;Españoles;Mujeres;2019;279.948
Total Nacional;16 País Vasco;65 y más;Extranjeros;Ambos sexos;2021;5.428
Total Nacional;16 País Vasco;65 y más;Extranjeros;Ambos sexos;2020;5.089
Total Nacional;16 País Vasco;65 y más;Extranjeros;Ambos sexos;2019;4.352
Total Nacional;16 País Vasco;65 y más;Extranjeros;Hombres;2021;2.201
Total Nacional;16 País Vasco;65 y más;Extranjeros;Hombres;2020;2.039
Total Nacional;16 País Vasco;65 y más;Extranjeros;Hombres;2019;1.747
Total Nacional;16 País Vasco;65 y más;Extranjeros;Mujeres;2021;3.227
Total Nacional;16 País Vasco;65 y más;Extranjeros;Mujeres;2020;3.050
Total Nacional;16 País Vasco;65 y más;Extranjeros;Mujeres;2019;2.605
Total Nacional;16 País Vasco;65 y más;% Extranjeros;Ambos sexos;2021;1,07
Total Nacional;16 País Vasco;65 y más;% Extranjeros;Ambos sexos;2020;1,02
Total Nacional;16 País Vasco;65 y más;% Extranjeros;Ambos sexos;2019;0,89
Total Nacional;16 País Vasco;65 y más;% Extranjeros;Hombres;2021;1,02
Total Nacional;16 País Vasco;65 y más;% Extranjeros;Hombres;2020;0,96
Total Nacional;16 País Vasco;65 y más;% Extranjeros;Hombres;2019;0,84
Total Nacional;16 País Vasco;65 y más;% Extranjeros;Mujeres;2021;1,11
Total Nacional;16 País Vasco;65 y más;% Extranjeros;Mujeres;2020;1,06
Total Nacional;16 País Vasco;65 y más;% Extranjeros;Mujeres;2019;0,92
Total Nacional;17 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2021;319.796
Total Nacional;17 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2020;319.914
Total Nacional;17 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2019;316.798
Total Nacional;17 Rioja, La;TOTAL EDADES;TOTAL;Hombres;2021;157.823
Total Nacional;17 Rioja, La;TOTAL EDADES;TOTAL;Hombres;2020;157.835
Total Nacional;17 Rioja, La;TOTAL EDADES;TOTAL;Hombres;2019;156.179
Total Nacional;17 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2021;161.973
Total Nacional;17 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2020;162.079
Total Nacional;17 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2019;160.619
Total Nacional;17 Rioja, La;TOTAL EDADES;Españoles;Ambos sexos;2021;278.905
Total Nacional;17 Rioja, La;TOTAL EDADES;Españoles;Ambos sexos;2020;279.704
Total Nacional;17 Rioja, La;TOTAL EDADES;Españoles;Ambos sexos;2019;279.568
Total Nacional;17 Rioja, La;TOTAL EDADES;Españoles;Hombres;2021;137.513
Total Nacional;17 Rioja, La;TOTAL EDADES;Españoles;Hombres;2020;137.892
Total Nacional;17 Rioja, La;TOTAL EDADES;Españoles;Hombres;2019;137.762
Total Nacional;17 Rioja, La;TOTAL EDADES;Españoles;Mujeres;2021;141.392
Total Nacional;17 Rioja, La;TOTAL EDADES;Españoles;Mujeres;2020;141.812
Total Nacional;17 Rioja, La;TOTAL EDADES;Españoles;Mujeres;2019;141.806
Total Nacional;17 Rioja, La;TOTAL EDADES;Extranjeros;Ambos sexos;2021;40.891
Total Nacional;17 Rioja, La;TOTAL EDADES;Extranjeros;Ambos sexos;2020;40.210
Total Nacional;17 Rioja, La;TOTAL EDADES;Extranjeros;Ambos sexos;2019;37.230
Total Nacional;17 Rioja, La;TOTAL EDADES;Extranjeros;Hombres;2021;20.310
Total Nacional;17 Rioja, La;TOTAL EDADES;Extranjeros;Hombres;2020;19.943
Total Nacional;17 Rioja, La;TOTAL EDADES;Extranjeros;Hombres;2019;18.417
Total Nacional;17 Rioja, La;TOTAL EDADES;Extranjeros;Mujeres;2021;20.581
Total Nacional;17 Rioja, La;TOTAL EDADES;Extranjeros;Mujeres;2020;20.267
Total Nacional;17 Rioja, La;TOTAL EDADES;Extranjeros;Mujeres;2019;18.813
Total Nacional;17 Rioja, La;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;12,79
Total Nacional;17 Rioja, La;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;12,57
Total Nacional;17 Rioja, La;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;11,75
Total Nacional;17 Rioja, La;TOTAL EDADES;% Extranjeros;Hombres;2021;12,87
Total Nacional;17 Rioja, La;TOTAL EDADES;% Extranjeros;Hombres;2020;12,64
Total Nacional;17 Rioja, La;TOTAL EDADES;% Extranjeros;Hombres;2019;11,79
Total Nacional;17 Rioja, La;TOTAL EDADES;% Extranjeros;Mujeres;2021;12,71
Total Nacional;17 Rioja, La;TOTAL EDADES;% Extranjeros;Mujeres;2020;12,50
Total Nacional;17 Rioja, La;TOTAL EDADES;% Extranjeros;Mujeres;2019;11,71
Total Nacional;17 Rioja, La;0-15 años;TOTAL;Ambos sexos;2021;48.444
Total Nacional;17 Rioja, La;0-15 años;TOTAL;Ambos sexos;2020;49.126
Total Nacional;17 Rioja, La;0-15 años;TOTAL;Ambos sexos;2019;49.148
Total Nacional;17 Rioja, La;0-15 años;TOTAL;Hombres;2021;24.956
Total Nacional;17 Rioja, La;0-15 años;TOTAL;Hombres;2020;25.269
Total Nacional;17 Rioja, La;0-15 años;TOTAL;Hombres;2019;25.274
Total Nacional;17 Rioja, La;0-15 años;TOTAL;Mujeres;2021;23.488
Total Nacional;17 Rioja, La;0-15 años;TOTAL;Mujeres;2020;23.857
Total Nacional;17 Rioja, La;0-15 años;TOTAL;Mujeres;2019;23.874
Total Nacional;17 Rioja, La;0-15 años;Españoles;Ambos sexos;2021;40.555
Total Nacional;17 Rioja, La;0-15 años;Españoles;Ambos sexos;2020;41.417
